Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Squat (Barbell)",1,120.0,11,0,0,"","",
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Squat (Barbell)",2,120.0,10,0,0,,,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Squat (Barbell)",3,120.0,10,0,0,,,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Squat (Barbell)",4,120.0,10,0,0,,,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Bulgarian Split Squat",1,25.0,6,0,0,"",,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Bulgarian Split Squat",2,25.0,6,0,0,,,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Bulgarian Split Squat",3,25.0,6,0,0,,,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Leg Extension (Machine)",1,85.0,15,0,0,"",,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Leg Extension (Machine)",2,85.0,12,0,0,,,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Leg Extension (Machine)",3,85.0,10,0,0,,,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Leg Extension (Machine)",4,55.0,9,0,0,,,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Leg Extension (Machine)",5,40.0,7,0,0,,,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Seated Leg Curl (Machine)",1,85.0,16,0,0,"",,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Seated Leg Curl (Machine)",2,100.0,15,0,0,,,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Seated Leg Curl (Machine)",3,100.0,14,0,0,,,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Seated Leg Curl (Machine)",4,70.0,10,0,0,,,
2021-09-29 09:55:00,"Evening Workout",1h 20m,"Seated Leg Curl (Machine)",5,40.0,10,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Bench Press (Barbell)",1,95.0,12,0,0,"","",
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Bench Press (Barbell)",2,95.0,12,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Bench Press (Barbell)",3,95.0,10,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Bench Press (Barbell)",4,95.0,8,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Machine Incline Chest Press",1,30.0,12,0,0,"",,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Machine Incline Chest Press",2,30.0,12,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Machine Incline Chest Press",3,30.0,12,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Dumbbell Overhead Press",1,25.0,8,0,0,"",,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Dumbbell Overhead Press",2,20.0,10,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Dumbbell Overhead Press",3,20.0,10,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Cable Chest Fly",1,10.0,10,0,0,"",,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Cable Chest Fly",2,10.0,10,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Cable Chest Fly",3,10.0,10,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Chest Dip",1,0.0,6,0,0,"",,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Chest Dip",2,0.0,6,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Lateral Raise (Dumbbell)",1,10.0,12,0,0,"",,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Lateral Raise (Dumbbell)",2,10.0,15,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Lateral Raise (Dumbbell)",3,10.0,15,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Triceps Extension (Dumbbell)",1,25.0,6,0,0,"",,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Triceps Extension (Dumbbell)",2,25.0,6,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Triceps Extension (Dumbbell)",3,25.0,6,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Tricep Extension Rope",1,40.0,12,0,0,"",,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Tricep Extension Rope",2,40.0,15,0,0,,,
2021-10-01 10:51:30,"Morning Workout",1h 9m,"Tricep Extension Rope",3,40.0,15,0,0,,,
2021-10-02 10:54:43,"Morning Workout",51m,"Pull Up",1,0.0,7,0,0,"","",
2021-10-02 10:54:43,"Morning Workout",51m,"Pull Up",2,0.0,7,0,0,,,
2021-10-02 10:54:43,"Morning Workout",51m,"Pull Up",3,0.0,7,0,0,,,
2021-10-02 10:54:43,"Morning Workout",51m,"Pull Up",4,0.0,7,0,0,,,
2021-10-02 10:54:43,"Morning Workout",51m,"Hammer Strength Lat Pulldown",1,35.0,8,0,0,"",,
2021-10-02 10:54:43,"Morning Workout",51m,"Hammer Strength Lat Pulldown",2,35.0,8,0,0,,,
2021-10-02 10:54:43,"Morning Workout",51m,"Hammer Strength Lat Pulldown",3,35.0,8,0,0,,,
2021-10-02 10:54:43,"Morning Workout",51m,"Cross Body Rear Delt Fly",1,60.0,14,0,0,"",,
2021-10-02 10:54:43,"Morning Workout",51m,"Cross Body Rear Delt Fly",2,60.0,14,0,0,,,
2021-10-02 10:54:43,"Morning Workout",51m,"Cross Body Rear Delt Fly",3,60.0,14,0,0,,,
2021-10-02 10:54:43,"Morning Workout",51m,"Cable Row",1,74.99999999999999,6,0,0,"",,
2021-10-02 10:54:43,"Morning Workout",51m,"Cable Row",2,60.0,8,0,0,,,
2021-10-02 10:54:43,"Morning Workout",51m,"Cable Row",3,60.0,8,0,0,,,
2021-10-02 10:54:43,"Morning Workout",51m,"Lat Pushdown",1,50.0,12,0,0,"",,
2021-10-02 10:54:43,"Morning Workout",51m,"Lat Pushdown",2,50.0,12,0,0,,,
2021-10-02 10:54:43,"Morning Workout",51m,"Lat Pushdown",3,50.0,12,0,0,,,
2021-10-02 10:54:43,"Morning Workout",51m,"Preacher Curl (Barbell)",1,40.0,9,0,0,"",,
2021-10-02 10:54:43,"Morning Workout",51m,"Preacher Curl (Barbell)",2,40.0,9,0,0,,,
2021-10-02 10:54:43,"Morning Workout",51m,"Preacher Curl (Barbell)",3,40.0,9,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Leg Press",1,180.0,10,0,0,"","",
2021-10-03 10:36:09,"Morning Workout",48m,"Leg Press",2,180.0,8,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Leg Press",3,180.0,6,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Romanian Deadlift (Barbell)",1,90.0,12,0,0,"",,
2021-10-03 10:36:09,"Morning Workout",48m,"Romanian Deadlift (Barbell)",2,90.0,12,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Romanian Deadlift (Barbell)",3,90.0,12,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Goblet Squat (Kettlebell)",1,30.0,20,0,0,"",,
2021-10-03 10:36:09,"Morning Workout",48m,"Goblet Squat (Kettlebell)",2,30.0,20,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Goblet Squat (Kettlebell)",3,30.0,20,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Lunge (Dumbbell)",1,25.0,10,0,0,"",,
2021-10-03 10:36:09,"Morning Workout",48m,"Lunge (Dumbbell)",2,25.0,10,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Lunge (Dumbbell)",3,25.0,10,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Leg Extension (Machine)",1,90.0,17,0,0,"",,
2021-10-03 10:36:09,"Morning Workout",48m,"Leg Extension (Machine)",2,95.0,16,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Leg Extension (Machine)",3,100.0,14,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Leg Extension (Machine)",4,60.0,8,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Leg Extension (Machine)",5,30.0,10,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Seated Leg Curl (Machine)",1,45.0,15,0,0,"",,
2021-10-03 10:36:09,"Morning Workout",48m,"Seated Leg Curl (Machine)",2,50.0,15,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Seated Leg Curl (Machine)",3,50.0,15,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Seated Leg Curl (Machine)",4,25.0,15,0,0,,,
2021-10-03 10:36:09,"Morning Workout",48m,"Seated Leg Curl (Machine)",5,15.0,15,0,0,,,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Incline Bench Press (Barbell)",1,80.0,12,0,0,"","",
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Incline Bench Press (Barbell)",2,80.0,12,0,0,,,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Incline Bench Press (Barbell)",3,80.0,11,0,0,,,9.5
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Incline Bench Press (Barbell)",4,80.0,10,0,0,,,9.5
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Arnold Press (Dumbbell)",1,25.0,12,0,0,"",,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Arnold Press (Dumbbell)",2,25.0,10,0,0,,,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Arnold Press (Dumbbell)",3,25.0,8,0,0,,,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Bench Press (Dumbbell)",1,32.5,12,0,0,"",,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Bench Press (Dumbbell)",2,32.5,12,0,0,,,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Bench Press (Dumbbell)",3,32.5,9,0,0,,,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Low To High Cable Fly",1,24.0,10,0,0,"",,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Low To High Cable Fly",2,24.0,10,0,0,,,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Low To High Cable Fly",3,24.0,9,0,0,,,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Lateral Raise (Dumbbell)",1,10.0,16,0,0,"",,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Lateral Raise (Dumbbell)",2,12.5,10,0,0,,,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Lateral Raise (Dumbbell)",3,12.5,9,0,0,,,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Skullcrusher (Barbell)",1,25.0,12,0,0,"",,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Skullcrusher (Barbell)",2,25.0,12,0,0,,,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Skullcrusher (Barbell)",3,25.0,10,0,0,,,10
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Triceps Pushdown (Cable - Straight Bar)",1,25.0,12,0,0,"",,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Triceps Pushdown (Cable - Straight Bar)",2,25.0,15,0,0,,,
2021-10-04 10:17:52,"Morning Workout",1h 20m,"Triceps Pushdown (Cable - Straight Bar)",3,25.0,15,0,0,,,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Squat (Barbell)",1,120.0,12,0,0,"","",
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Squat (Barbell)",2,120.0,11,0,0,,,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Squat (Barbell)",3,120.0,12,0,0,,,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Squat (Barbell)",4,120.0,7,0,0,,,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Bulgarian Split Squat",1,30.0,6,0,0,"",,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Bulgarian Split Squat",2,30.0,6,0,0,,,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Bulgarian Split Squat",3,30.0,6,0,0,,,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Romanian Deadlift (Dumbbell)",1,40.0,10,0,0,"",,9.5
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Romanian Deadlift (Dumbbell)",2,40.0,10,0,0,,,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Romanian Deadlift (Dumbbell)",3,40.0,10,0,0,,,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Leg Extension (Machine)",1,70.0,15,0,0,"",,7.5
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Leg Extension (Machine)",2,70.0,12,0,0,,,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Leg Extension (Machine)",3,70.0,12,0,0,,,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Seated Leg Curl (Machine)",1,45.0,15,0,0,"",,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Seated Leg Curl (Machine)",2,50.0,12,0,0,,,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Seated Leg Curl (Machine)",3,50.0,12,0,0,,,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Seated Calf Raise (Machine)",1,35.0,12,0,0,"",,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Seated Calf Raise (Machine)",2,35.0,10,0,0,,,9
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Seated Calf Raise (Machine)",3,35.0,10,0,0,,,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Calf Press on Seated Leg Press",1,120.0,10,0,0,"",,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Calf Press on Seated Leg Press",2,120.0,10,0,0,,,
2021-10-06 10:05:47,"Morning Workout",1h 20m,"Calf Press on Seated Leg Press",3,120.0,10,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Bench Press (Barbell)",1,100.0,10,0,0,"","",
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Bench Press (Barbell)",2,100.0,8,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Bench Press (Barbell)",3,100.0,6,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Bench Press (Barbell)",4,100.0,6,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Incline Bench Press (Dumbbell)",1,27.5,12,0,0,"",,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Incline Bench Press (Dumbbell)",2,27.5,12,0,0,,,9
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Incline Bench Press (Dumbbell)",3,27.5,12,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Dumbbell Shoulder Press",1,22.5,7,0,0,"",,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Dumbbell Shoulder Press",2,22.5,6,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Dumbbell Shoulder Press",3,22.5,6,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Machine Chest Press",1,70.0,9,0,0,"",,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Machine Chest Press",2,70.0,9,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Machine Chest Press",3,70.0,8,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Cable Chest Fly",1,24.0,12,0,0,"",,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Cable Chest Fly",2,24.0,12,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Cable Chest Fly",3,24.0,12,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Skullcrusher (Barbell)",1,25.0,12,0,0,"",,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Skullcrusher (Barbell)",2,25.0,12,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Skullcrusher (Barbell)",3,25.0,10,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Lateral Raise (Dumbbell)",1,12.5,12,0,0,"",,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Lateral Raise (Dumbbell)",2,12.5,12,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Tricep Extension Rope",1,20.0,15,0,0,"",,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Tricep Extension Rope",2,22.5,12,0,0,,,
2021-10-07 18:19:30,"Evening Workout",1h 15m,"Tricep Extension Rope",3,22.5,12,0,0,,,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Bent Over Row (Barbell)",1,85.0,10,0,0,"","",
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Bent Over Row (Barbell)",2,85.0,10,0,0,,,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Bent Over Row (Barbell)",3,85.0,10,0,0,,,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Machine Row",1,65.0,12,0,0,"",,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Machine Row",2,65.0,12,0,0,,,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Machine Row",3,65.0,12,0,0,,,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Cross Body Rear Delt Fly",1,60.0,12,0,0,"",,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Cross Body Rear Delt Fly",2,60.0,12,0,0,,,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Cross Body Rear Delt Fly",3,60.0,12,0,0,,,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Lat Pulldown (Cable)",1,72.5,12,0,0,"",,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Lat Pulldown (Cable)",2,72.5,10,0,0,,,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Lat Pulldown (Cable)",3,72.5,10,0,0,,,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Lat Pushdown",1,25.0,12,0,0,"",,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Lat Pushdown",2,25.0,11,0,0,,,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Lat Pushdown",3,25.0,10,0,0,,,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Incline Curl (Dumbbell)",1,15.0,12,0,0,"",,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Incline Curl (Dumbbell)",2,15.0,12,0,0,,,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Incline Curl (Dumbbell)",3,15.0,10,0,0,,,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Bicep Curl (Barbell)",1,30.0,12,0,0,"",,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Bicep Curl (Barbell)",2,30.0,11,0,0,,,
2021-10-08 10:00:05,"Morning Workout",1h 14m,"Bicep Curl (Barbell)",3,30.0,10,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Deadlift (Barbell)",1,155.0,5,0,0,"","",
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Deadlift (Barbell)",2,155.0,6,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Deadlift (Barbell)",3,155.0,6,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Deadlift (Barbell)",4,155.0,6,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Seated Leg Press (Machine)",1,160.0,14,0,0,"",,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Seated Leg Press (Machine)",2,180.0,15,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Seated Leg Press (Machine)",3,180.0,15,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Romanian Deadlift (Dumbbell)",1,40.0,12,0,0,"",,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Romanian Deadlift (Dumbbell)",2,42.5,12,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Romanian Deadlift (Dumbbell)",3,42.5,12,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Leg Extension (Machine)",1,85.0,16,0,0,"",,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Leg Extension (Machine)",2,85.0,15,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Leg Extension (Machine)",3,85.0,12,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Leg Extension (Machine)",4,55.0,8,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Leg Extension (Machine)",5,25.0,6,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Seated Leg Curl (Machine)",1,85.0,15,0,0,"",,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Seated Leg Curl (Machine)",2,85.0,15,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Seated Leg Curl (Machine)",3,85.0,15,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Seated Leg Curl (Machine)",4,55.0,10,0,0,,,
2021-10-09 10:13:24,"Morning Workout",1h 6m,"Seated Leg Curl (Machine)",5,25.0,14,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Incline Bench Press (Barbell)",1,85.0,10,0,0,"","",8.5
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Incline Bench Press (Barbell)",2,85.0,10,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Incline Bench Press (Barbell)",3,85.0,10,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Incline Bench Press (Barbell)",4,85.0,9,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Seated Overhead Press (Smith Machine)",1,45.0,10,0,0,"",,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Seated Overhead Press (Smith Machine)",2,45.0,12,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Seated Overhead Press (Smith Machine)",3,45.0,12,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Bench Press (Dumbbell)",1,32.5,11,0,0,"",,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Bench Press (Dumbbell)",2,32.5,10,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Bench Press (Dumbbell)",3,32.5,10,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Shoulder Press (Machine)",1,40.0,8,0,0,"",,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Shoulder Press (Machine)",2,40.0,8,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Shoulder Press (Machine)",3,40.0,8,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Low To High Cable Fly",1,24.0,10,0,0,"",,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Low To High Cable Fly",2,24.0,9,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Low To High Cable Fly",3,24.0,9,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Lateral Raise (Dumbbell)",1,12.5,10,0,0,"",,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Lateral Raise (Dumbbell)",2,12.5,10,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Lateral Raise (Dumbbell)",3,12.5,10,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Tricep Extension Rope",1,20.0,15,0,0,"",,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Tricep Extension Rope",2,20.0,15,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Tricep Extension Rope",3,20.0,15,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Seated Tricep Extension (Single Arm)",1,10.0,9,0,0,"",,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Seated Tricep Extension (Single Arm)",2,10.0,9,0,0,,,
2021-10-10 12:07:29,"Midday Workout",1h 38m,"Seated Tricep Extension (Single Arm)",3,10.0,9,0,0,,,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Pull Up",1,0.0,7,0,0,"","",
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Pull Up",2,0.0,7,0,0,,,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Pull Up",3,0.0,7,0,0,,,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Chest Supported Row",1,35.0,10,0,0,"",,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Chest Supported Row",2,35.0,10,0,0,,,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Chest Supported Row",3,35.0,10,0,0,,,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Seated Row (Cable)",1,55.0,10,0,0,"",,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Seated Row (Cable)",2,55.0,9,0,0,,,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Seated Row (Cable)",3,55.0,9,0,0,,,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Cross Body Rear Delt Fly",1,60.0,13,0,0,"",,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Cross Body Rear Delt Fly",2,60.0,13,0,0,,,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Cross Body Rear Delt Fly",3,60.0,12,0,0,,,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Lat Pushdown",1,25.0,15,0,0,"",,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Lat Pushdown",2,25.0,14,0,0,,,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Lat Pushdown",3,25.0,13,0,0,,,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Incline Curl (Dumbbell)",1,17.5,11,0,0,"",,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Incline Curl (Dumbbell)",2,17.5,10,0,0,,,
2021-10-11 10:03:03,"Morning Workout",1h 10m,"Incline Curl (Dumbbell)",3,17.5,9,0,0,,,
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Squat (Barbell)",1,125.0,10,0,0,"","",
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Squat (Barbell)",2,125.0,10,0,0,,,
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Squat (Barbell)",3,125.0,9,0,0,,,
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Squat (Barbell)",4,125.0,9,0,0,,,
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Bulgarian Split Squat",1,22.5,10,0,0,"",,
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Bulgarian Split Squat",2,22.5,10,0,0,,,
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Bulgarian Split Squat",3,22.5,10,0,0,,,
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Romanian Deadlift (Barbell)",1,95.0,12,0,0,"",,
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Romanian Deadlift (Barbell)",2,105.0,10,0,0,,,
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Romanian Deadlift (Barbell)",3,105.0,10,0,0,,,
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Leg Extension (Machine)",1,85.0,14,0,0,"",,
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Leg Extension (Machine)",2,70.0,15,0,0,,,
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Leg Extension (Machine)",3,70.0,15,0,0,,,
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Leg Extension (Machine)",4,55.0,7,0,0,,,
2021-10-13 10:34:02,"Morning Workout",1h 21m,"Leg Extension (Machine)",5,25.0,6,0,0,,,
